OBJECTID,OccurredFrom_Timestamp,OccurredThrough_Timestamp,Reported_Timestamp,Statute_Text,Statute_Description,Weapon_Description,Larceny_Type,Location_Type,x,y
67763,1581494100000,1581523200000,1581946200000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Hospital,-77.58560848305669,43.19154620362446
67764,1581793200000,1581793200000,1581819540000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Hospital,-77.58560848305669,43.19154620362446
68117,1583766000000,1583928000000,1584499380000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.59108453278016,43.16187084949465
68180,1584222960000,1584222960000,1584237360000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.62937990589678,43.190637700835396
68185,1585056600000,1585056600000,1585071000000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Government Office,-77.62095334647346,43.16306473548517
68201,1582408800000,1582452000000,1582474200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.57982827946807,43.140602018185135
68219,1582419600000,1582430400000,1582476600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.64775269679718,43.135191348804604
68470,1584601200000,1584615840000,1584630180000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Other Residential,-77.65437602400607,43.15616203415631
68517,1584608400000,1584702000000,1584742080000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.64614293707749,43.142851565535906
68561,1585326600000,1585557000000,1585582500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.65111056632634,43.16456476948766
68588,1582376400000,1582390800000,1582407180000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.58280087097039,43.176518088737446
68597,1581950700000,1581951720000,1581969720000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.61902141287804,43.24285350622809
68842,1584217080000,1584217080000,1584231480000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,-77.58835687917374,43.17538614676055
68877,1584793800000,1584794400000,1584808800000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.62056480598514,43.181437791007234
68917,1583581200000,1583581380000,1583599380000,Robbery,Robbery 2nd: Aided By Another                               ,Personal Weapons,* No Larceny Type Specified *,Street,-77.58304492826932,43.16824102053408
68979,1581737400000,1581737400000,1581755400000,Robbery,Robbery 2nd: Aided By Another                               ,Personal Weapons,* No Larceny Type Specified *,Street,-77.59568218325177,43.18078500585864
69000,1583159400000,1583188200000,1583211540000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.61118559765913,43.18063821018822
69012,1585076400000,1585125000000,1585140900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.61484752672484,43.15001795154669
69013,1585101600000,1585125900000,1585140240000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.61484752672484,43.15001795154669
69014,1584574200000,1584635400000,1584736200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.61484752672484,43.15001795154669
69077,1585079100000,1585079100000,1585093500000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,-77.62591641925633,43.14128340449077
69231,1584398880000,1584398880000,1584413280000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Blunt Object,* No Larceny Type Specified *,Multiple Dwelling,-77.55279067183457,43.15047852719033
69338,1584795420000,1584795420000,1584809820000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,-77.55710092372814,43.14650297085344
69339,1583236800000,1583316000000,1583364600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Grocery/Supermarket,-77.55710092372814,43.14650297085344
69340,1582297740000,1582297740000,1582315740000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,-77.55710092372814,43.14650297085344
70037,1581202800000,1581286200000,1581304560000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.60694542168086,43.183237626522754
70061,1584741600000,1584792000000,1584888600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.56475217886573,43.17831870224422
70077,1583087400000,1583087400000,1583105520000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.62986467636586,43.19340978682393
70215,1583105400000,1583141220000,1583159220000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.58366349156269,43.18588078757918
70267,1583263260000,1583263260000,1583281260000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Firearm,* No Larceny Type Specified *,Single Family Home,-77.59381520369377,43.177220251896976
70268,1581616800000,1581627600000,1582259460000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.59381520369377,43.177220251896976
70269,1581700500000,1581700500000,1581719100000,Robbery,Robbery 3rd                                                 ,Physical Force,* No Larceny Type Specified *,Single Family Home,-77.59381520369377,43.177220251896976
70289,1584239400000,1584262800000,1584300960000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.62624402971267,43.14048557337285
70427,1581608640000,1581681600000,1583763900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Retail Store,-77.60961099188233,43.15934626508564
70732,1584226800000,1584235800000,1584715500000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Bar,-77.59443836984074,43.155490262100415
70869,1583172000000,1583215200000,1583248500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.61696061470683,43.15110661216005
70912,1582493400000,1582529640000,1582547640000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.6390488140438,43.13592904246075
71002,1585366680000,1585366680000,1585381080000,Murder,Murder 2nd: Intention                                       ,Semiautomatic Handgun,* No Larceny Type Specified *,Single Family Home,-77.6127742577128,43.18060166134032
71004,1584980100000,1585206900000,1585242900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,-77.63664655169049,43.135589209854224
71005,1582302600000,1582524900000,1582543800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.66394222866722,43.14976651178926
71015,1581973200000,1582005600000,1582072200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.58381527813252,43.14726860723507
71035,1581454080000,1581454380000,1581472680000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Semiautomatic Handgun,* No Larceny Type Specified *,Street,-77.60211842031455,43.18898968540639
71267,1585558020000,1585558020000,1585572420000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.60088346678077,43.14948776112707
71451,1583955000000,1583958600000,1584047160000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.59473495579546,43.16036252351775
71452,1582497240000,1582497240000,1582517820000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Gas Station,-77.59473495579546,43.16036252351775
71528,1584001800000,1584024600000,1584039360000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.60822614081202,43.15413623665429
71650,1584820020000,1584820020000,1584834420000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Department/Discount Store,-77.56615607126925,43.184986735339514
71824,1583190000000,1583190000000,1583208000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.63218230932229,43.194557372892675
71881,1584310620000,1584310620000,1584325020000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Blunt Object,* No Larceny Type Specified *,Single Family Home,-77.62274972030953,43.17634309187166
71962,1583082000000,1583170200000,1583188200000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.63991835363893,43.132436265939944
71977,1584750600000,1584784800000,1584803400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.5460156699371,43.148909871374144
72032,1581889020000,1581889020000,1581907140000,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Firearm,* No Larceny Type Specified *,Grocery/Supermarket,-77.5795794295027,43.169243560962016
72033,1581264120000,1581264120000,1581283380000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,-77.5795794295027,43.169243560962016
72365,1584047280000,1584047280000,1584061680000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.63278831964827,43.13381061349849
72457,1581120060000,1581206340000,1581455820000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Single Family Home,-77.62127307328387,43.15050056332573
